Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2013/14,232.46419940241,228.687754852045,236.287372600578,226.531713395181,238.504755017191,14439,6211279,,,Not compared,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2017/18,129.1,119.4,139.8,114,146,630,487983,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2017/18,143.73,134,153.6,128.8,159.5,845,587910,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2017/18,128.66,119.1,139.2,113.8,145.3,645,501305,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2017/18,113.56,104.1,123.7,98.9,129.6,530,466709,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2017/18,110.08,100.1,120.8,94.7,127.2,445,404245,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2017/18,102.43,93.7,112.2,88.9,117.9,485,473478,,,Better,Not compared,20170000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,,,2017/18,188.715177046177,186.301119141405,191.152701689038,184.919924128978,192.564712008306,23327,12360956,,,Similar,Not compared,20170000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2017/18,304.78,295.2,314.3,289.9,319.9,3945,1294392,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2017/18,241.17,230.7,252,224.8,258.4,1985,823087,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2017/18,182.34,174.3,190.7,169.8,195.5,1935,1061179,,,Similar,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2017/18,208.34,199.6,217.4,194.6,222.7,2120,1017548,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2017/18,233.48,225.1,242.4,220.3,247.5,2830,1212115,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2017/18,173.72,166.1,181.8,161.7,186.5,1885,1085067,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2017/18,147.6,141.9,153.5,138.7,156.9,2530,1714046,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2017/18,160.59,154.4,167.3,150.8,171.1,2405,1497571,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2017/18,125.29,120.3,130.7,117.4,133.7,2265,1807876,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2017/18,142.11,134.8,149.7,130.7,154.2,1420,999209,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2017/18,284.41,277.1,292,272.9,296.4,5590,1965452,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2017/18,199.19,192.7,205.8,189,209.7,3560,1787281,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2017/18,209.99,202.9,217.2,198.9,221.4,3350,1595328,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2017/18,194.77,186.7,202.8,182.2,207.6,2270,1165483,,,Similar,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2017/18,163.43,155.8,171.7,151.4,176.5,1640,1003502,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2017/18,162.35,155.4,169.9,151.4,174.2,1960,1207252,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2017/18,151.54,144.3,159.5,140.1,164,1560,1029420,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2017/18,126.24,119.2,133.6,115.3,137.9,1210,958466,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2017/18,123.92,116.5,131.7,112.3,136.4,1025,827132,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2017/18,118.73,112.1,125.9,108.3,130,1155,972774,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2017/18,303.378459437262,293.833149692045,312.839935086633,288.520787729349,318.445622536624,3945,1300356,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2017/18,242.312232434194,231.768620151661,253.211829302791,225.852139478245,259.594361397364,1985,819191,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2017/18,186.359630747894,178.14772205233,194.852424651524,173.54129960816,199.826559056544,1935,1038315,,,Similar,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2017/18,211.30291169432,202.402971326255,220.493442281516,197.404352202952,225.872551646867,2120,1003299,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2017/18,236.630581199826,228.155992283279,245.683171286594,223.284836478237,250.873389736218,2830,1195957,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2017/18,174.793146692604,167.341544682309,182.856855514201,163.061039720939,187.47525342119,1975,1129907,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2017/18,154.433693846368,148.446213659661,160.730292619654,145.041586462451,164.37500680763,2455,1589679,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2017/18,158.494159589692,152.20295787887,164.978622182554,148.664025568712,168.770665286003,2390,1507942,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2017/18,126.475265570138,121.429130638098,131.90751545774,118.529707983,135.020079005933,2265,1790864,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2017/18,144.097190510693,136.698929668785,151.791780183894,132.568396920549,156.30996239648,1420,985446,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2017/18,303.378459437262,293.833149692045,312.839935086633,288.520787729349,318.445622536624,3945,1300356,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2017/18,242.312232434194,231.768620151661,253.211829302791,225.852139478245,259.594361397364,1985,819191,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2017/18,186.359630747894,178.14772205233,194.852424651524,173.54129960816,199.826559056544,1935,1038315,,,Similar,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2017/18,211.593046986793,202.765178018824,220.319093908358,197.908547463361,225.533893705342,2255,1065725,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2017/18,236.488988534071,227.9902410973,245.569508164303,223.105253840882,250.775639778218,2810,1188216,,,Worse,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2017/18,172.3076446513,164.300476305825,180.403621102938,159.868544652887,185.205195254314,1780,1033036,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2017/18,155.650130372304,149.715307532766,161.886060388933,146.339813832446,165.49542307044,2540,1631865,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2017/18,158.494159589692,152.20295787887,164.978622182554,148.664025568712,168.770665286003,2390,1507942,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2017/18,126.475265570138,121.429130638098,131.90751545774,118.529707983,135.020079005933,2265,1790864,,,Better,Not compared,20170000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2017/18,144.097190510693,136.698929668785,151.791780183894,132.568396920549,156.30996239648,1420,985446,,,Better,Not compared,20170000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,271.850418720255,252.985365455663,291.749683126553,242.576833175534,303.508705471891,770,283244,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,316.279449397689,304.435079562591,328.713564835543,297.696757511328,335.909949353621,2635,833124,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,192.786400734363,181.852653978165,203.868969923367,175.856204287096,210.481912665673,1195,619857,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,153.970080984507,143.791804851596,165.073725601349,138.064324147766,171.519340649212,820,532571,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,276.997919630208,265.027084466829,289.966603400948,258.150910747155,297.393606281224,1920,693146,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,166.221062744225,157.144774946545,176.272508665545,151.936598227245,182.018995732899,1180,709898,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,226.95095734674,217.677644834372,236.119431929677,212.571008339065,241.594681554581,2350,1035466,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,174.47762456645,166.636012321097,182.791930272685,162.187408517075,187.607601150411,1815,1040248,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,0-18 yrs,,,2017/18,169.261441733237,158.576677069568,179.763367888617,152.83840956158,186.151953079386,995,587848,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,242.996687083335,224.74107613819,262.340131464105,214.707150024026,273.79375031855,655,269551,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,239.892326223261,229.472525753464,251.185418564194,223.48740105326,257.65261516381,1900,792022,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,153.224659519569,143.403080866604,163.541745221929,137.965152428245,169.62705848288,905,590636,,,Similar,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,111.522329138909,102.13635041267,120.69813687024,97.2135795225236,126.3765791536,565,506625,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,184.868477109783,174.322551497407,195.250419990045,168.619959993104,201.534434649889,1215,657224,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,113.600589238089,105.978499153429,122.251679235418,101.609639347864,127.188574598655,765,673412,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,160.841417421294,153.043890467844,168.933269976638,148.682358088691,173.679940752967,1595,991660,,,Similar,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,135.08695842064,127.824764580565,142.442700056211,123.831334890116,146.82418073503,1330,984551,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,0-18 yrs,,,2017/18,127.707533672815,118.172835015774,137.051243077545,113.118263743346,142.78917186926,715,559873,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,257.780913358478,244.568820553306,271.521251803762,237.191933530906,279.589181779186,1425,552795,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,279.359516006562,271.231173310668,287.543780126287,266.662090798367,292.347529451136,4540,1625146,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,173.48303542441,166.060859250651,180.980849701741,161.939169684429,185.417907797981,2100,1210493,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,133.276109607812,126.25495221656,140.385844389372,122.39032946966,144.618084206353,1385,1039196,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,232.158593570651,224.102241287672,240.430571220938,219.555904878952,245.259448016638,3135,1350370,,,Worse,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,140.966233165379,134.707562072662,147.29115071712,131.236997551252,151.037717280243,1950,1383310,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,194.610497818093,188.487395061259,200.679822877075,185.079633653056,204.275746026263,3945,2027126,,,Similar,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,155.324059326383,149.942515083706,160.849406121432,146.905512433164,164.074838586711,3145,2024799,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2017/18,148.55526735156,141.671801467072,155.867226432308,137.76881592728,160.102942070685,1705,1147721,,,Better,Not compared,20170000,,,1y
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2018/19,207.628156703409,204.098288763349,211.203757131653,202.08397214279,213.278102614527,13179,6347405,,,Not compared,Not compared,20180000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2018/19,338.62,325.1,353.2,317.3,361.5,2255,665948,,,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2018/19,245.31,230.4,260.4,222.3,269.5,1040,423949,,,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2018/19,194.48,183,206.5,176.6,213.6,1065,547603,,,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2018/19,240.33,226.9,253.6,219.6,261.6,1260,524287,,,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2018/19,258.38,245.9,271.3,238.9,278.9,1610,623119,,,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2018/19,177.38,166.7,188.9,160.7,195.6,995,560938,""Should be treated with caution, as it contains areas for which values have not been presented due to East Sussex Healthcare Trust erroneously removing diagnosis codes from approximately 85,000 HES records in 2018/19"",,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2018/19,169.88,161.4,178.7,156.6,183.9,1500,882997,,,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2018/19,185.54,176.2,195.5,170.9,201.3,1435,773428,,,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2018/19,136.65,129.1,144.3,125,148.8,1275,933031,,,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2018/19,143.55,133.6,154.5,128,160.8,740,515483,,,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2018/19,307.94,297,318.7,291,325.2,3115,1011564,""Should be treated with caution, as it contains areas for which values have not been presented due to East Sussex Healthcare Trust erroneously removing diagnosis codes from approximately 85,000 HES records in 2018/19"",,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2018/19,215.89,206.6,225.7,201.3,231.4,1990,921757,,,Similar,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2018/19,249.35,238.9,260.6,232.9,267.1,2045,820143,,,Worse,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2018/19,204.36,193.4,216.5,187.1,223.4,1225,599432,""Should be treated with caution, as it contains areas for which values have not been presented due to East Sussex Healthcare Trust erroneously removing diagnosis codes from approximately 85,000 HES records in 2018/19"",,Similar,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2018/19,169.09,157.9,180.4,151.8,187.3,880,520425,""Should be treated with caution, as it contains areas for which values have not been presented due to East Sussex Healthcare Trust erroneously removing diagnosis codes from approximately 85,000 HES records in 2018/19"",,Better,Not compared,20180000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2018/19,195.72,184.9,207,178.9,213.7,1220,623352,,,Better,Not compared,20180000,,,1y"
